,NAME,WEBSITE_LINK,AVG_DEBT,AVG_MONTHLY_REPAY,FINANCIAL_AID_CALC,SCHOOL_MEDIAN_EARNINGS,NATIONAL_4_YEAR_MEDIAN,EARNINGS_VS_HS_GRAD,WHITE_POP,BLACK_POP,HISPANIC_POP,ASIAN_POP,INDIGENOUS_POP,HAWAIIAN/PACIFIC_ISLANDER_POP,MULTIRACIAL_POP,UNKNOWN_RACE_POP,INTERNATIONAL_POP,COST_AFTER_AID_0_30,COST_AFTER_AID_30_48,COST_AFTER_AID_48_75,COST_AFTER_AID_75_110,COST_AFTER_AID_110,MONTHLY_REPAY_PERCENTAGE
0,Alabama A & M University,www.aamu.edu/,31000,328.651592227982,www.aamu.edu/admissions-aid/tuition-fees/net-price-calculator.html,40628.0,53747.0,0.4613,0.0198,0.8955,0.011,0.0019,0.0025,0.0015,0.0127,0.0435,0.0115,14205.0,14526.0,16532.0,20139.0,17539.0,0.09707145581214394
1,University of Alabama at Birmingham,https://www.uab.edu/,22300,236.417113118838,https://tcc.ruffalonl.com/University of Alabama at Birmingham/Freshman-Students,54501.0,53747.0,0.7443,0.513,0.2528,0.0711,0.0819,0.0016,0.0005,0.0491,0.0064,0.0237,14620.0,15130.0,17379.0,20045.0,19342.0,0.05205418905022029
2,Amridge University,https://www.amridgeuniversity.edu/,32189,341.256971039565,https://www2.amridgeuniversity.edu:9091/,37621.0,53747.0,0.5026,0.2851,0.6623,0.0307,0.0,0.0044,0.0044,0.0,0.0132,0.0,,,,,,0.10885100482376278
3,University of Alabama in Huntsville,www.uah.edu/,20705,219.507458615495,finaid.uah.edu/,61767.0,53747.0,0.7854,0.7102,0.0873,0.0666,0.0389,0.0087,0.0016,0.0465,0.0252,0.0149,13902.0,15703.0,18802.0,20880.0,20467.0,0.042645579409489535
4,Alabama State University,www.alasu.edu/,31000,328.651592227982,www.alasu.edu/cost-aid/tuition-costs/net-price-calculator,34502.0,53747.0,0.4467,0.0155,0.9251,0.0121,0.0015,0.0021,0.0009,0.0118,0.0088,0.0221,13066.0,13738.0,13505.0,14414.0,15590.0,0.1143069708056282
5,The University of Alabama,www.ua.edu/,22750,241.187862038277,ua.aidcalc.cloud/netprice.htm,59221.0,53747.0,0.7787,0.7336,0.1072,0.0577,0.0146,0.0036,0.0011,0.0344,0.0386,0.0092,17942.0,19931.0,21867.0,23680.0,23931.0,0.04887209510915594
6,Central Alabama Community College,www.cacc.edu/,9766,103.535853216079,https://www.cacc.edu/net-price-calculator/,33506.0,31213.0,0.513,0.6802,0.2285,0.0322,0.0042,0.0021,0.0,0.0447,0.0031,0.0052,7232.0,6749.0,9895.0,11020.0,11738.0,0.037080828466332844
7,Athens State University,https://www.athens.edu/,18051,191.370641655074,www.athens.edu/financial-aid/net-price-calculator/,50273.0,53747.0,0.7914,0.7574,0.1258,0.0503,0.0049,0.0146,0.0008,0.0325,0.0097,0.0041,,,,,,0.045679543688677576
8,Auburn University at Montgomery,www.aum.edu/,25000,265.041606635469,www.aum.edu/net-price-calculator,44391.0,53747.0,0.6433,0.4052,0.4584,0.0175,0.0287,0.0024,0.0009,0.0366,0.0048,0.0454,10873.0,12501.0,15041.0,15724.0,14069.0,0.07164738977778443
9,Auburn University,www.auburn.edu/,21000,222.634949573794,https://www.auburn.edu/admissions/costcalc/freshman.html,65337.0,53747.0,0.8115,0.8269,0.0425,0.0395,0.0279,0.0025,0.0006,0.029,0.003,0.028,17481.0,19356.0,23336.0,26709.0,28876.0,0.040889838757297216
10,Birmingham-Southern College,www.bsc.edu/,25000,265.041606635469,www.bsc.edu/fp/np-calculator.cfm,59481.0,53747.0,0.7171,0.7397,0.1519,0.0558,0.0227,0.001,0.0,0.0134,0.001,0.0145,17530.0,17196.0,18649.0,20596.0,21035.0,0.053470844128807996
11,Chattahoochee Valley Community College,https://www.cv.edu/,10500,111.317474786897,https://www.cv.edu/npcalc,36438.0,31213.0,0.536,0.3524,0.4886,0.0173,0.0054,0.0027,0.0045,0.1017,0.0272,0.0,1980.0,3857.0,5612.0,7759.0,8615.0,0.03665979739400527
12,South University-Montgomery,www.southuniversity.edu/,26123,276.947275605534,www.southuniversity.edu/montgomery/net-price-calculator,34421.0,40241.5,0.5683,0.2,0.7429,0.0159,0.0063,0.0,0.0032,0.0063,0.0127,0.0127,26145.0,28659.0,28028.0,30780.0,,0.09655057398873966
13,Enterprise State Community College,www.escc.edu/,7499,79.5018803263754,https://www.escc.edu/netprice/npcalc.htm,42572.0,40241.5,0.5622,0.624,0.2009,0.0603,0.0125,0.0088,0.0007,0.0567,0.0272,0.0088,1838.0,2694.0,4561.0,7744.0,7738.0,0.02240962519770048
14,Coastal Alabama Community College,www.coastalalabama.edu/,11000,116.618306919606,www.coastalalabama.edu/about/consumer_information/net_price_calculator/,34894.0,40241.5,0.5133,0.633,0.2362,0.0455,0.0079,0.0154,0.0015,0.0505,0.006,0.004,5700.0,6405.0,8905.0,12032.0,11706.0,0.040104880009035136
15,Faulkner University,www.faulkner.edu/,23000,243.838278104632,www.faulkner.edu/net-price-calculator/,43457.0,53747.0,0.6319,0.4461,0.4058,0.046,0.0113,0.0032,0.0025,0.0271,0.0214,0.0365,20384.0,16356.0,19408.0,20007.0,20872.0,0.06733229024680912
16,Gadsden State Community College,www.gadsdenstate.edu/,PS,PS,www.gadsdenstate.edu/admissions-aid/net-price-calculator.cms,32937.0,31213.0,0.4938,0.659,0.1953,0.0731,0.0081,0.0029,0.0012,0.0444,0.0029,0.0131,3694.0,3328.0,4978.0,6805.0,,
17,New Beginning College of Cosmetology,www.nbccosmetology.com/,9500,100.715810521478,nbccosmetology.com/wp-content/themes/nbc/nbc_zonemap/,,31213.0,0.2376,0.7556,0.0,0.2222,0.0,0.0,0.0,0.0,0.0222,0.0,12790.0,14055.0,,16746.0,16496.0,
18,George C Wallace Community College-Dothan,www.wallace.edu/,PS,PS,www.wallace.edu/npcalc/,31399.0,31213.0,0.4709,0.5435,0.3258,0.0639,0.0098,0.0026,0.0016,0.0433,0.0078,0.0016,1328.0,1474.0,1628.0,6716.0,,
19,George C Wallace State Community College-Hanceville,https://www.wallacestate.edu/,11000,116.618306919606,https://www.wallacestate.edu/financial-aid/net-price-calculator.html,39842.0,31213.0,0.6142,0.7754,0.0839,0.0858,0.0062,0.0057,0.0,0.0335,0.0019,0.0076,10901.0,12948.0,10111.0,,15488.0,0.035124232795423725
20,George C Wallace State Community College-Selma,https://www.wccs.edu/,PS,PS,https://www.wccs.edu/financial-aid/netprice-calculator,31598.0,40241.5,0.4191,0.1671,0.7874,0.0093,0.0082,0.0,0.0,0.0,0.0234,0.0047,1151.0,2449.0,4721.0,7550.0,,
21,Herzing University-Birmingham,https://www.herzing.edu/,21500,227.935781706503,https://www.herzing.edu/tuition-financial-aid/net-price-calculator,36909.0,31213.0,0.5858,0.2807,0.6456,0.0211,0.007,0.0035,0.0018,0.0211,0.0193,0.0,19256.0,23480.0,,26372.0,28152.0,0.07410738249418938
22,Huntingdon College,https://www.huntingdon.edu/,27000,286.244935166307,https://www.huntingdon.edu/admission-aid/student-financial-services/net-price-calculator/,49601.0,53747.0,0.7252,0.6691,0.1914,0.0568,0.0037,0.0049,0.0012,0.0531,0.0198,0.0,21553.0,20958.0,23793.0,25059.0,25908.0,0.06925141069727797
23,Heritage Christian University,www.hcu.edu/,PS,PS,www.hcu.edu/netpricecalculator/,42597.0,53747.0,,0.8472,0.0833,0.0556,0.0,0.0,0.0,0.0139,0.0,0.0,3136.0,,5962.0,,,
24,J. F. Drake State Community and Technical College,https://drakestate.edu/,PS,PS,https://drakestate.edu/wp-content/uploads/NetPriceCalculator.html,28281.0,31213.0,0.4236,0.245,0.6476,0.0415,0.0014,0.0029,0.0014,0.053,0.0014,0.0057,5016.0,4188.0,8576.0,,,
25,J F Ingram State Technical College,www.istc.edu/,PS,PS,istc.edu/NetPrice/,,31213.0,,0.4076,0.569,0.0117,0.0026,0.0,0.0039,0.0026,0.0,0.0026,4471.0,,,,,
26,Jacksonville State University,www.jsu.edu/,22189,235.240328385377,www.jsu.edu/finaid/,45235.0,53747.0,0.6697,0.6134,0.2591,0.0018,0.0052,0.005,0.0013,0.0,0.0943,0.02,16020.0,17323.0,19932.0,21717.0,22020.0,0.06240486217805956
27,Jefferson State Community College,www.jeffersonstate.edu/,9689,102.719525067642,www.jeffersonstate.edu/financial-aid/net-price-calculator/,40719.0,40241.5,0.6031,0.578,0.2571,0.087,0.0187,0.0032,0.0004,0.0321,0.0058,0.0177,5515.0,6316.0,8757.0,12082.0,13340.0,0.030271723294081485
28,John C Calhoun State Community College,https://calhoun.edu/,12000,127.219971185025,https://calhoun.edu/student-services/financial-aid/net-price-calculator/,38192.0,31213.0,0.5554,0.6293,0.1645,0.0936,0.0223,0.0115,0.0011,0.0629,0.0069,0.0081,4850.0,6256.0,7896.0,9874.0,10912.0,0.03997276011259688
29,Lawson State Community College,www.lawsonstate.edu/,PS,PS,www.lawsonstate.edu/disclosure_and_consumer_information/general_institutional_information/net_price_calculator.aspx,31701.0,31213.0,0.4575,0.1065,0.8046,0.0427,0.0023,0.0008,0.0004,0.0364,0.0016,0.0047,3354.0,4123.0,6494.0,9796.0,7387.0,
30,University of West Alabama,www.uwa.edu/,24944,264.447913436606,secure.uwa.edu/calculator/,44232.0,53747.0,0.6195,0.4439,0.37,0.0297,0.0017,0.0095,0.0,0.021,0.0936,0.0305,12558.0,13369.0,16129.0,15553.0,15705.0,0.07174387233765761
31,Lurleen B Wallace Community College,https://www.lbwcc.edu/,PS,PS,https://www.lbwcc.edu/future-students/financial-aid/net-price-calculator,32307.0,40241.5,0.4994,0.6841,0.2439,0.0243,0.0072,0.0027,0.0,0.0369,0.0,0.0009,2541.0,3549.0,3798.0,5904.0,,
32,Marion Military Institute,www.marionmilitary.edu/,9250,98.0653944551237,marionmilitary.edu/calculator/,59644.0,40241.5,0.7253,0.6031,0.2125,0.0813,0.0219,0.0063,0.0063,0.0406,0.025,0.0031,9058.0,8608.0,6681.0,11841.0,11826.0,0.019730144414551076
33,Miles College,https://www.miles.edu/,31217,330.952153373578,https://miles.clearcostcalculator.com/student/default/netpricecalculator/survey,32627.0,53747.0,0.4259,0.0318,0.9507,0.0064,0.0,0.0,0.0,0.0103,0.0008,0.0,12521.0,12843.0,14950.0,17279.0,16837.0,0.1217220657885474
34,University of Mobile,https://www.umobile.edu/,26500,280.944103033597,https://umobile.edu/financial-aid/cost-calculator/,43611.0,53747.0,0.6364,0.6363,0.1625,0.019,0.0135,0.0262,0.0036,0.0352,0.0632,0.0406,16575.0,16733.0,21966.0,18109.0,19595.0,0.07730456161067538
35,University of Montevallo,www.montevallo.edu/,24000,254.43994237005,https://www.montevallo.edu/NetPriceCalculator/,42957.0,53747.0,0.599,0.6584,0.1706,0.071,0.0038,0.0033,0.0014,0.0357,0.0211,0.0348,14118.0,15751.0,18840.0,19922.0,20009.0,0.07107757311824849
36,Northwest Shoals Community College,https://www.nwscc.edu/,10000,106.016642654187,nwscc.edu/admissions/tuition-fees/,33828.0,31213.0,0.5254,0.7414,0.1032,0.0948,0.0059,0.0059,0.002,0.0415,0.002,0.0035,849.0,1568.0,5611.0,8422.0,8612.0,0.03760789026398972
37,University of North Alabama,https://www.una.edu/,22077,234.05294198765,https://www.una.edu/financial-aid/calculator/,45415.0,53747.0,0.6539,0.7258,0.1023,0.0459,0.0139,0.0052,0.0013,0.0433,0.0041,0.0584,7922.0,7731.0,11233.0,14536.0,13484.0,0.061843780774012994
38,Northeast Alabama Community College,https://www.nacc.edu/,6100,64.6701520190545,https://www.nacc.edu/Content/Uploads/NACC/files/Financial Aid/net-price-calc/npcalc.html,34913.0,31213.0,0.5338,0.7086,0.0192,0.1687,0.0045,0.016,0.0,0.0767,0.0006,0.0058,637.0,123.0,2321.0,6138.0,9660.0,0.0222278756975526
39,Oakwood University,https://www2.oakwood.edu/,27000,286.244935166307,https://oakwood.studentaidcalculator.com/,42488.0,53747.0,0.5063,0.0094,0.7438,0.0943,0.0007,0.0022,0.0,0.0232,0.0065,0.1197,18518.0,16366.0,18999.0,20446.0,25129.0,0.08084492614375081
40,Reid State Technical College,www.rstc.edu/,PS,PS,images.pcmac.org/Uploads/ReidStateTech/ReidStateTech/Divisions/DocumentsCategories/Documents/index_{SIS703AD5AB07EA}.html,28982.0,31213.0,0.4552,0.3203,0.6299,0.0,0.0107,0.0107,0.0,0.0285,0.0,0.0,1600.0,368.0,3680.0,,,
41,Bishop State Community College,www.bishop.edu/,PS,PS,https://www.bishop.edu/assets/uploads/pages/Net-Price-Calculator-2020.html,29916.0,31213.0,0.3983,0.2337,0.667,0.0247,0.0139,0.0067,0.0015,0.0381,0.0046,0.0098,2160.0,933.0,3743.0,4534.0,,
42,Samford University,www.samford.edu/,19500,206.732453175666,https://www.samford.edu/admission/net-price-calculator,58469.0,53747.0,0.7876,0.8506,0.0534,0.0409,0.0144,0.0008,0.0016,0.0207,0.0082,0.0093,23359.0,25342.0,28422.0,32460.0,33463.0,0.042429140879919135
43,Selma University,https://selmau.edu/,,,https://selmau.edu/financialaid,,53747.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
44,Shelton State Community College,www.sheltonstate.edu/,PS,PS,www.sheltonstate.edu/netpricecalculator/index.html,35014.0,40241.5,0.5333,0.5063,0.4001,0.0439,0.0068,0.0018,0.0012,0.0332,0.0015,0.0052,7947.0,9285.0,11182.0,11219.0,,
45,Snead State Community College,www.snead.edu/,9000,95.414978388769,snead.edu/tuition-aid/net_price_calculator/,35735.0,40241.5,0.5461,0.6821,0.0696,0.1968,0.0067,0.004,0.0,0.0295,0.0047,0.0067,6428.0,6573.0,8734.0,11946.0,10704.0,0.032040849046179605
46,University of South Alabama,www.southalabama.edu/,24929,264.288888472624,www.southalabama.edu/departments/finaid/netpricecalculator/,49379.0,53747.0,0.6949,0.6036,0.2224,0.0466,0.0405,0.0071,0.0011,0.043,0.0222,0.0136,12411.0,13521.0,18330.0,21388.0,22574.0,0.06422703298307962
47,Spring Hill College,https://www.shc.edu/,27000,286.244935166307,https://www.shc.edu/admissions-aid/tuition-financial-aid/net-price-calculator/,51500.0,53747.0,0.6743,0.6062,0.1309,0.0944,0.015,0.0086,0.0011,0.0172,0.0343,0.0923,13220.0,16872.0,18558.0,20508.0,25325.0,0.06669784897079
48,Stillman College,https://stillman.edu/,29067,308.158575202927,https://stillman.edu/financial-aid/financial-aid-net-price-calculator/,35421.0,53747.0,0.4892,0.0275,0.9519,0.0069,0.0028,0.0028,0.0,0.0,0.0083,0.0,15446.0,15874.0,17667.0,24823.0,16894.0,0.10439860259267451
49,Talladega College,www.talladega.edu/,28500,302.147431564435,www.talladega.edu/netcalc/npcalc.htm,32229.0,53747.0,0.3712,0.0144,0.8389,0.0481,0.0,0.0048,0.0024,0.0108,0.0072,0.0733,12875.0,13576.0,12108.0,17453.0,14617.0,0.11250020722868287
50,H Councill Trenholm State Community College,www.trenholmstate.edu/,PS,PS,www.trenholmstate.edu/net-price-calculator/,32183.0,40241.5,0.4736,0.1814,0.7273,0.0419,0.0094,0.0031,0.0013,0.03,0.0019,0.0038,6235.0,7002.0,8101.0,8721.0,,
51,Troy University,www.troy.edu/,25000,265.041606635469,www.troy.edu/net-price-calculator/index.html,42062.0,53747.0,0.6638,0.5303,0.3226,0.0457,0.0062,0.0026,0.0013,0.0426,0.0255,0.0233,13911.0,14307.0,15892.0,15949.0,15573.0,0.07561455184312749
52,Tuskegee University,www.tuskegee.edu/,27000,286.244935166307,npc.collegeboard.org/app/tuskegee?iframe=true,49641.0,53747.0,0.6184,0.0062,0.909,0.0186,0.0033,0.0033,0.02,0.0,0.0395,0.0,24480.0,30332.0,33857.0,,,0.06919560891190114
53,United States Sports Academy,www.ussa.edu/,PS,PS,https://ussa.edu/admissions/net-price-calculator/,55257.0,53747.0,0.7544,0.383,0.2447,0.1383,0.0,0.0106,0.0,0.0745,0.1383,0.0106,,,,,,
54,Bevill State Community College,www.bscc.edu/,PS,PS,www.bscc.edu/Content/Uploads/bscc.edu/files/BSCCNetPriceCalculator.html,34107.0,31213.0,0.5167,0.7433,0.1741,0.0313,0.005,0.0032,0.0,0.0354,0.0073,0.0005,7395.0,7961.0,7411.0,6232.0,,
55,University of Alaska Anchorage,www.uaa.alaska.edu/,20210,214.259634804113,www.uaa.alaska.edu/financialaid/customcf/npcalc.htm,51871.0,53747.0,0.6786,0.4923,0.036,0.1146,0.0937,0.051,0.0274,0.1226,0.045,0.0173,6450.0,9746.0,12476.0,16796.0,19569.0,0.049567496629125254
56,Alaska Bible College,www.akbible.edu/,PS,PS,www.akbible.edu/admissions/tuition-aid/net-price-calculator/,,53747.0,,0.9032,0.0323,0.0,0.0,0.0,0.0,0.0645,0.0,0.0,14153.0,,18159.0,18319.0,,
57,University of Alaska Fairbanks,www.uaf.edu/,20291,215.118369609612,uaf.edu/finaid/costs/net-price-calculator.php,48866.0,53747.0,0.663,0.5332,0.0334,0.096,0.0224,0.1302,0.009,0.1035,0.0603,0.012,5742.0,5012.0,9676.0,13915.0,14500.0,0.05282651404484393
58,University of Alaska Southeast,www.uas.alaska.edu/,19111,202.608405776418,uas.alaska.edu/apply/cost-calculator.html,48475.0,31213.0,0.623,0.5498,0.0073,0.0882,0.0602,0.0954,0.0176,0.139,0.0373,0.0052,3778.0,4097.0,5507.0,11910.0,11367.0,0.050155768320103475
59,Alaska Pacific University,www.alaskapacific.edu/,23500,249.139110237341,https://npc.collegeboard.org/student/app/alaskapacific,54271.0,53747.0,0.7042,0.3282,0.0481,0.0153,0.0656,0.2757,0.0175,0.0263,0.2144,0.0088,19606.0,17622.0,20862.0,30422.0,28461.0,0.05508778763700856
60,Alaska Vocational Technical Center,www.avtec.edu/,PS,PS,www.avtec.edu/ntk/net-price-calculator/,51083.0,31213.0,0.6918,0.3515,0.0099,0.0297,0.0149,0.4257,0.005,0.1188,0.0446,0.0,16496.0,16184.0,,,,
61,Charter College,https://chartercollege.edu/,14176,150.289192626576,https://chartercollege.studentaidcalculator.com/survey.aspx,35504.0,31213.0,0.594,0.4171,0.0822,0.1866,0.0321,0.1205,0.0298,0.0883,0.0364,0.0071,22646.0,22444.0,24483.0,27218.0,26375.0,0.050796257084241556
62,Alaska Career College,www.alaskacareercollege.edu/,7377,78.2084772859943,www.alaskacareercollege.edu/tuition-calculator,34468.0,31213.0,0.5909,0.3022,0.1045,0.0821,0.1418,0.2388,0.0224,0.0821,0.0261,0.0,17748.0,19009.0,,,,0.02722820376673818
63,Empire Beauty School-Tucson,www.empire.edu/,13000,137.821635450444,www.empire.edu/net-price-calculator,25073.0,31213.0,0.3091,0.2337,0.0761,0.5272,0.0109,0.0326,0.0,0.0761,0.0435,0.0,15535.0,14975.0,16720.0,20082.0,20641.0,0.06596177662845804
64,Carrington College-Phoenix North,https://carrington.edu/,9500,100.715810521478,https://carrington.edu/financial-aid/how-much-will-it-cost/,36718.0,31213.0,0.5898,0.1738,0.0888,0.5654,0.0277,0.0372,0.0019,0.0076,0.0898,0.0076,26440.0,26654.0,27873.0,30659.0,30659.0,0.032915456349957406
65,Carrington College-Mesa,https://carrington.edu/,9500,100.715810521478,https://carrington.edu/financial-aid/how-much-will-it-cost/,36718.0,31213.0,0.5898,0.2425,0.0677,0.4586,0.0301,0.0771,0.0038,0.0094,0.1071,0.0038,39996.0,38248.0,44993.0,,,0.032915456349957406
66,Carrington College-Tucson,https://carrington.edu/,9500,100.715810521478,https://carrington.edu/financial-aid/how-much-will-it-cost/,36718.0,31213.0,0.5898,0.1749,0.0762,0.6188,0.0247,0.0314,0.0045,0.0112,0.0561,0.0022,27116.0,28015.0,30154.0,31794.0,,0.032915456349957406
67,Arizona Academy of Beauty,www.arizonaacademy.com/,5250,55.6587373934486,www.arizonaacademy.com/net-price-calculator.html,21201.0,31213.0,,0.2353,0.2059,0.5,0.0294,0.0,0.0,0.0294,0.0,0.0,13676.0,13676.0,,20321.0,,0.031503459682155704
68,Miller-Motte College-Arizona Automotive Institute,www.aai.edu/,15917,168.74669011267,www.aai.edu/NetPrice/aai/,31102.0,31213.0,0.4281,0.2384,0.0973,0.4623,0.0049,0.1071,0.0097,0.0754,0.0049,0.0,21863.0,24002.0,25612.0,26947.0,27409.0,0.06510707611574947
69,Brookline College-Phoenix,www.brooklinecollege.edu/,9500,100.715810521478,https://enroll-brookline.educationpartners.com/Npc?NULL=NULL#NULL,29576.0,53747.0,0.5525,0.2545,0.126,0.3246,0.0321,0.0702,0.0059,0.0107,0.1736,0.0024,37807.0,,,,,0.04086386686021558
70,Arizona State University Campus Immersion,www.asu.edu/,19500,206.732453175666,https://students.asu.edu/financialaid/net-price,62668.0,53747.0,0.7914,0.4517,0.0429,0.2596,0.0877,0.0112,0.0021,0.0506,0.0282,0.0661,8088.0,10194.0,15137.0,18632.0,20466.0,0.039586223241654304
71,Arizona Western College,https://www.azwestern.edu/,4826,51.163631744911,https://www.azwestern.edu/admissions/np-calc,36857.0,40241.5,0.5561,0.1065,0.0124,0.6421,0.0071,0.0083,0.0012,0.0136,0.1953,0.0136,9713.0,10976.0,12699.0,12141.0,,0.016657991180479472
72,University of Arizona,https://www.arizona.edu/,19620,208.004652887516,https://arizona.studentaidcalculator.com/survey.aspx,59979.0,53747.0,0.7562,0.4936,0.0414,0.2791,0.0526,0.013,0.0021,0.0511,0.0182,0.0489,11240.0,12651.0,14785.0,18520.0,20230.0,0.041615496001103584
73,Central Arizona College,www.centralaz.edu/,10010,106.122659296842,centralaz.edu/resources/netpricecalc.html,40513.0,31213.0,0.6013,0.3721,0.0684,0.4262,0.0216,0.0293,0.0052,0.035,0.0279,0.0143,5794.0,5435.0,7523.0,8723.0,9582.0,0.0314336610856294
74,Charles of Italy Beauty College,www.charlesofitaly.edu/,7388,78.3250955929139,charlesofitaly.edu/netpricecalculator/,26269.0,31213.0,,0.4353,0.0471,0.2353,0.0118,0.0,0.0,0.0235,0.2471,0.0,12113.0,10499.0,16199.0,,,0.03577986018177193
75,Cochise County Community College District,https://www.cochise.edu/,6750,71.5612337915767,https://www.cochise.edu/wp-content/uploads/2021/04/index.html,38033.0,40241.5,0.5762,0.3503,0.0521,0.503,0.0139,0.0076,0.0033,0.0412,0.0099,0.0188,6396.0,6847.0,9181.0,11814.0,12971.0,0.02257867655717194
76,Empire Beauty School-Chandler,www.empire.edu/,10667,113.087952719222,www.empire.edu/net-price-calculator,23921.0,31213.0,0.3397,0.15,0.25,0.2,0.0333,0.0667,0.0,0.0333,0.2667,0.0,15628.0,16398.0,,,20240.0,0.056730714963030976
77,Avalon Institute-Mesa,avalon.edu/mesa-az/,6332,67.1297381286317,avalon.edu/npc/npcalc.html,30803.0,31213.0,0.4907,0.4595,0.1253,0.3316,0.0183,0.0183,0.0052,0.0261,0.0157,0.0,17358.0,17975.0,14838.0,,,0.026151896164126238
78,Eastern Arizona College,www.eac.edu/,PS,PS,eac.clearcostcalculator.com/student/default/netpricecalculator/survey,38018.0,31213.0,0.5529,0.6081,0.0197,0.2179,0.0099,0.0704,0.0041,0.0194,0.0391,0.0116,5577.0,6312.0,7465.0,10517.0,11548.0,
79,Embry-Riddle Aeronautical University-Prescott,prescott.erau.edu/,23666,250.8989865054,prescott.erau.edu/financial-aid/net-price-calculator,84131.0,53747.0,0.8665,0.5768,0.0186,0.1506,0.061,0.0051,0.0051,0.0684,0.0231,0.0912,34045.0,34360.0,35777.0,39812.0,38784.0,0.035786901832437504
80,The School of Architecture,https://tsoa.edu/,PS,PS,https://tsoa.edu/programs/financial-aid,,,,,,,,,,,,,,,,,,
81,Glendale Community College,www.gccaz.edu/,6960,73.7875832873147,https://www.maricopa.edu/npc/gcc/npcalc.htm,43108.0,31213.0,0.6254,0.3556,0.0678,0.4337,0.0458,0.014,0.0018,0.0486,0.0234,0.0094,9765.0,10211.0,12179.0,14710.0,16231.0,0.02054029413212806
82,Grand Canyon University,www.gcu.edu/,22114,234.44520356547,https://www.gcu.edu/tuition-and-financial-aid,42186.0,53747.0,0.7095,0.4882,0.1528,0.2335,0.0291,0.0089,0.0066,0.0473,0.0231,0.0105,18207.0,19313.0,21977.0,23915.0,23879.0,0.06668900684553264
83,GateWay Community College,www.gatewaycc.edu/,6750,71.5612337915767,www.gatewaycc.edu/enroll/paying-for-college,46147.0,31213.0,0.6827,0.2628,0.1141,0.5156,0.032,0.0285,0.0035,0.0323,0.0089,0.0023,11696.0,11616.0,15507.0,15848.0,14463.0,0.01860868107350251
84,Mesa Community College,www.mesacc.edu/,7473,79.2262370554745,www.mesacc.edu/students/student-rights-responsibilities/net-price-calculator,44034.0,31213.0,0.6348,0.4249,0.0598,0.3509,0.0432,0.0338,0.0036,0.0473,0.0181,0.0183,11062.0,11758.0,13346.0,15329.0,17056.0,0.02159047201402766
85,Mohave Community College,https://www.mohave.edu/,9700,102.836143374562,https://www.mohave.edu/assets/NetPriceCalculator1415/npcalc.htm,35522.0,31213.0,0.5646,0.6181,0.015,0.2719,0.0147,0.0215,0.0025,0.0351,0.0154,0.0057,4398.0,5730.0,7786.0,9477.0,10730.0,0.03473998424904972
86,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,www.uti.edu/,13097,138.849996884189,www.uti.edu/admissions/tuition,48341.0,31213.0,0.7037,0.5684,0.0547,0.1717,0.003,0.0228,0.003,0.1216,0.0547,0.0,19385.0,21755.0,22104.0,24423.0,25149.0,0.03446763539459813
87,Dine College,https://www.dinecollege.edu/,PS,PS,www.dinecollege.edu/net-price-calculator/,29188.0,40241.5,0.3883,0.0066,0.0015,0.0015,0.0007,0.9831,0.0007,0.0,0.0037,0.0022,11038.0,11477.0,11700.0,12200.0,,
88,Northern Arizona University,https://nau.edu/,19000,201.431621042956,https://app.meadowfi.com/nau,54384.0,53747.0,0.7623,0.5574,0.0289,0.2634,0.0306,0.0292,0.0026,0.058,0.0107,0.0192,11429.0,12812.0,15667.0,18968.0,20069.0,0.044446518323688435
89,Northland Pioneer College,www.npc.edu/,PS,PS,www.npc.edu/financial-aid-scholarships/net-price-calculator,34199.0,31213.0,0.4886,0.3516,0.0047,0.1405,0.013,0.3805,0.0009,0.0149,0.094,0.0,9805.0,12767.0,11534.0,,,
90,Phoenix College,www.phoenixcollege.edu/,6750,71.5612337915767,www.phoenixcollege.edu/paying-college/tuition-and-fees/net-price-calculators,40870.0,31213.0,0.6162,0.2187,0.0953,0.5686,0.0269,0.0234,0.0005,0.0346,0.0209,0.0111,10408.0,10847.0,13490.0,15241.0,,0.021011372779518485
91,Pima Community College,www.pima.edu/,7000,74.2116498579314,pima.edu/paying-for-college/tuition-fees/net-price-calculator/npc.htm,39810.0,31213.0,0.5857,0.3349,0.0512,0.5082,0.0281,0.0181,0.0031,0.0311,0.0161,0.0092,2498.0,3476.0,5530.0,7533.0,8742.0,0.02236975127594014
92,Pima Medical Institute-Tucson,https://pmi.edu/,9500,100.715810521478,https://secure.pmi.edu/npcalc/,38673.0,40241.5,0.6425,0.3242,0.0969,0.4029,0.0521,0.0226,0.0113,0.0795,0.0097,0.0008,,,,,,0.03125151206934388
93,Pima Medical Institute-Albuquerque,https://pmi.edu/,5500,58.3091534598033,https://secure.pmi.edu/npcalc/,30917.0,31213.0,0.4509,0.1565,0.0246,0.5029,0.0203,0.1957,0.0058,0.0841,0.0101,0.0,19540.0,23289.0,,13649.0,,0.02263188024444932
94,Prescott College,https://prescott.edu/,16300,172.807127526326,shoppingsheet.com/Shopping/Landing/prescott,42359.0,53747.0,0.5577,0.6645,0.0383,0.0447,0.0383,0.0128,0.0032,0.0096,0.1821,0.0064,18916.0,23277.0,33391.0,24564.0,29994.0,0.04895501617875569
